airline_sentiment,negativereason,airline,name
negative,Late Flight,Delta,emptynester25
negative,Can't Tell,Delta,arthurhasher
positive,,Delta,SMHillman
positive,,Delta,Luessen
negative,Flight Attendant Complaints,Delta,calvinsavanna
negative,Customer Service Issue,Delta,calvinsavanna
negative,Late Flight,Delta,TheGeoffHunt
negative,Flight Attendant Complaints,Delta,calvinsavanna
negative,Late Flight,Delta,TheGeoffHunt
positive,,Delta,burke_dori
negative,Flight Attendant Complaints,Delta,calvinsavanna
positive,,Delta,SMHillman
neutral,,Delta,emptynester25
negative,Cancelled Flight,Delta,arthurhasher
negative,Late Flight,Delta,TheGeoffHunt
neutral,,Delta,SMHillman
negative,Customer Service Issue,Delta,emptynester25
negative,Late Flight,Delta,Luessen
negative,Customer Service Issue,Delta,emptynester25
positive,,Delta,tom_brant
negative,Customer Service Issue,Delta,calvinsavanna
negative,Customer Service Issue,Delta,DPBakes
neutral,,Delta,burke_dori
positive,,Delta,jaynebwise
negative,Flight Attendant Complaints,Delta,davisesq212
negative,Late Flight,Delta,jaynebwise
neutral,,Delta,N_Brennan
positive,,Delta,MichaelRunfola
positive,,Delta,djkeating13
neutral,,Delta,cshells4
positive,,Delta,shirabird
negative,Late Flight,Delta,djkeating13
neutral,,Delta,antbronxnyc
neutral,,Delta,sylvie75015
negative,Cancelled Flight,Delta,shirabird
negative,Customer Service Issue,Delta,cshells4
negative,Late Flight,Delta,candygrrl2001
positive,,Delta,SMHillman
negative,Late Flight,Delta,DrCraigKasper
positive,,Delta,JohnFMacky
neutral,,Delta,SMHillman
negative,Late Flight,Delta,mtanji
negative,Flight Attendant Complaints,Delta,davisesq212
positive,,Delta,jjkend
negative,Customer Service Issue,Delta,davisesq212
positive,,Delta,SMHillman
negative,Late Flight,Delta,sylvie75015
negative,Customer Service Issue,Delta,JohnFMacky
positive,,Delta,ctohome1
negative,Late Flight,Delta,TheBigEasy5889
neutral,,Delta,SNS858585
positive,,Delta,GreenkidspenWRA
negative,Customer Service Issue,Delta,davisesq212
neutral,,Delta,OverTheEdge55
negative,Late Flight,Delta,davisesq212
neutral,,Delta,JohnFMacky
negative,Can't Tell,Delta,sylvie75015
neutral,,Delta,MegBurns
negative,Can't Tell,Delta,BannMen
neutral,,Delta,JohnFMacky
negative,Late Flight,Delta,MerrickRealtor
negative,Cancelled Flight,Delta,OverTheEdge55
negative,Late Flight,Delta,TIURach2014
negative,longlines,Delta,BannMen
negative,Can't Tell,Delta,betorides
neutral,,Delta,BannMen
negative,Customer Service Issue,Delta,tonytouch09
negative,Customer Service Issue,Delta,tonytouch09
neutral,,Delta,OverTheEdge55
positive,,Delta,betorides
negative,Late Flight,Delta,JohnFMacky
negative,Cancelled Flight,Delta,JohnFMacky
negative,Cancelled Flight,Delta,JohnFMacky
neutral,,Delta,yoyijr
negative,Cancelled Flight,Delta,JohnFMacky
positive,,Delta,suek03
negative,Bad Flight,Delta,suek03
positive,,Delta,sylvie75015
positive,,Delta,logantracey
positive,,Delta,logantracey
negative,Lost Luggage,Delta,logantracey
positive,,Delta,logantracey
neutral,,Delta,tayeoman
negative,Bad Flight,Delta,MaverickEMT
negative,Bad Flight,Delta,MaverickEMT
negative,Late Flight,Delta,logsoleary
negative,Can't Tell,Delta,MaverickEMT
positive,,Delta,MUANikkiMalcom
negative,Late Flight,Delta,designer_helen
positive,,Delta,AuthorMarcClark
negative,Bad Flight,Delta,designer_helen
neutral,,Delta,JEOKOO1
positive,,Delta,katieblanchb
negative,Customer Service Issue,Delta,SibleyStepsOut
neutral,,Delta,JustinRosentha
neutral,,Delta,JustinRosentha
neutral,,Delta,billqamz
negative,Flight Attendant Complaints,Delta,rudinov
negative,Bad Flight,Delta,DestineMedia
negative,Late Flight,Delta,DestineMedia
negative,Late Flight,Delta,DestineMedia
positive,,Delta,ClassyMalick
negative,Can't Tell,Delta,Ryancotter82
positive,,Delta,willliu11
negative,Customer Service Issue,Delta,jrcoonley
negative,Customer Service Issue,Delta,TheBigEasy5889
neutral,,Delta,EtihadNews
positive,,Delta,MrDaftPrawn
positive,,Delta,BookerWoodfox
negative,Flight Attendant Complaints,Delta,AllisonWooster
negative,Can't Tell,Delta,AllisonWooster
positive,,Delta,skydivingblond
negative,Cancelled Flight,Delta,skydivingblond
neutral,,Delta,brycecollins123
positive,,Delta,karaackerman
neutral,,Delta,si23vr858rb04
negative,Late Flight,Delta,FirefighterGeek
neutral,,Delta,TheBigEasy5889
negative,Flight Attendant Complaints,Delta,TheBigEasy5889
negative,Can't Tell,Delta,FrancoIKU
neutral,,Delta,brycecollins123
negative,Late Flight,Delta,karaackerman
negative,Late Flight,Delta,skydivingblond
neutral,,Delta,dgruber1700
negative,Can't Tell,Delta,TheBigEasy5889
neutral,,Delta,brycecollins123
negative,Customer Service Issue,Delta,KON1200
negative,Late Flight,Delta,JtRoP
negative,Late Flight,Delta,dgruber1700
negative,Late Flight,Delta,GGouliak
negative,Lost Luggage,Delta,MitFein
negative,Can't Tell,Delta,KON1200
negative,Late Flight,Delta,KON1200
neutral,,Delta,RogerSaintange
positive,,Delta,JummyTV
positive,,Delta,MitFein
positive,,Delta,aliashmia
positive,,Delta,catiehorst
negative,Lost Luggage,Delta,nonchalantCUNT
negative,Lost Luggage,Delta,nonchalantCUNT
negative,Customer Service Issue,Delta,SpedAdvocates
neutral,,Delta,Drzah_
positive,,Delta,laacyyy
negative,Late Flight,Delta,AndrewATZ
positive,,Delta,courtneyx54
positive,,Delta,SusetteAG
positive,,Delta,dsgersten
neutral,,Delta,1_7_8_0
neutral,,Delta,courtneyx54
positive,,Delta,laacyyy
positive,,Delta,comicshans
neutral,,Delta,laacyyy
positive,,Delta,Margo221
neutral,,Delta,zarrylarou
negative,Customer Service Issue,Delta,MaliceDavericks
positive,,Delta,comicshans
positive,,Delta,Margo221
negative,Can't Tell,Delta,MaliceDavericks
neutral,,Delta,dcoadavon
negative,Customer Service Issue,Delta,MaliceDavericks
neutral,,Delta,lorenbhollander
positive,,Delta,spaceracedjs
positive,,Delta,spaceracedjs
negative,Lost Luggage,Delta,spaceracedjs
neutral,,Delta,Torontonian5835
positive,,Delta,spaceracedjs
positive,,Delta,kaesavga
positive,,Delta,tarapall
positive,,Delta,Suzanne_BeDell
neutral,,Delta,USairNews
neutral,,Delta,Suzanne_BeDell
neutral,,Delta,MichaelBorakove
neutral,,Delta,Suzanne_BeDell
negative,Customer Service Issue,Delta,SpedAdvocates
neutral,,Delta,jamescalderwood
negative,Customer Service Issue,Delta,jsgerson
negative,Lost Luggage,Delta,jsgerson
positive,,Delta,sbgblee
positive,,Delta,JessicaBurack
positive,,Delta,TomServosBlendr
negative,longlines,Delta,SpedAdvocates
negative,Late Flight,Delta,Evecotto
neutral,,Delta,TomServosBlendr
neutral,,Delta,JessicaBurack
negative,longlines,Delta,Evecotto
neutral,,Delta,camptips
negative,Late Flight,Delta,JessicaBurack
negative,Late Flight,Delta,jsgerson
negative,Cancelled Flight,Delta,jsgerson
neutral,,Delta,GreenkidspenWRA
positive,,Delta,geraldineledan
neutral,,Delta,USairNews
negative,Customer Service Issue,Delta,cricketandjoe
negative,Late Flight,Delta,sbgblee
positive,,Delta,CMichaelGibson
negative,Late Flight,Delta,SusetteAG
neutral,,Delta,CMichaelGibson
neutral,,Delta,CMichaelGibson
negative,Flight Attendant Complaints,Delta,rosenrj
negative,Customer Service Issue,Delta,rosenrj
neutral,,Delta,erw12
neutral,,Delta,NicoMancinelli
negative,Late Flight,Delta,MichaelMontero
negative,Customer Service Issue,Delta,rosenrj
negative,Cancelled Flight,Delta,Marc_keting
negative,Cancelled Flight,Delta,rosenrj
neutral,,Delta,FruminousB
negative,Cancelled Flight,Delta,Marc_keting
negative,Can't Tell,Delta,MichaelBorakove
negative,Cancelled Flight,Delta,Marc_keting
positive,,Delta,delmo75
positive,,Delta,delmo75
positive,,Delta,contimike
negative,Lost Luggage,Delta,contimike
negative,Customer Service Issue,Delta,jojo929
negative,Customer Service Issue,Delta,jojo929
negative,Can't Tell,Delta,AdamJBerry
positive,,Delta,PatricePinkFile
neutral,,Delta,Markjeffries1
neutral,,Delta,Markjeffries1
negative,Can't Tell,Delta,venkatesh_cr
positive,,Delta,PGAShowAndrew
neutral,,Delta,Markjeffries1
positive,,Delta,CamiCorreaBal
neutral,,Delta,RozFortuna
positive,,Delta,tarapall
neutral,,Delta,PatricePinkFile
neutral,,Delta,PatricePinkFile
negative,Can't Tell,Delta,venkatesh_cr
negative,Can't Tell,Delta,T5Sparrow
negative,Customer Service Issue,Delta,BernardLeCroix
negative,Flight Booking Problems,Delta,BernardLeCroix
positive,,Delta,scrappiedoodle
neutral,,Delta,SenatorA7
negative,Can't Tell,Delta,beachluvr104
negative,Customer Service Issue,Delta,beachluvr104
negative,Late Flight,Delta,Swindonsays
neutral,,Delta,scrappiedoodle
negative,Customer Service Issue,Delta,BernardLeCroix
negative,Flight Booking Problems,Delta,RozFortuna
negative,Customer Service Issue,Delta,beachluvr104
neutral,,Delta,scrappiedoodle
negative,Lost Luggage,Delta,beachluvr104
negative,Customer Service Issue,Delta,BernardLeCroix
neutral,,Delta,scrappiedoodle
negative,Lost Luggage,Delta,beachluvr104
negative,Customer Service Issue,Delta,BernardLeCroix
positive,,Delta,Southbeachpapi
neutral,,Delta,BernardLeCroix
neutral,,Delta,BernardLeCroix
positive,,Delta,AdamJBerry
negative,Can't Tell,Delta,BernardLeCroix
neutral,,Delta,RozFortuna
neutral,,Delta,RozFortuna
neutral,,Delta,BernardLeCroix
negative,Can't Tell,Delta,BernardLeCroix
negative,Can't Tell,Delta,BernardLeCroix
positive,,Delta,Destructiff
positive,,Delta,ejhart6
positive,,Delta,joycefelixes
positive,,Delta,ItsLaLoca
positive,,Delta,Cau3cau3
negative,Customer Service Issue,Delta,ejhart6
neutral,,Delta,xmorera
positive,,Delta,kaitlynrosati
neutral,,Delta,Farehack
positive,,Delta,Margo221
negative,Lost Luggage,Delta,CamiCorreaBal
negative,Lost Luggage,Delta,CamiCorreaBal
negative,Customer Service Issue,Delta,bizymom815
negative,Cancelled Flight,Delta,MTJaeckel
negative,Customer Service Issue,Delta,bizymom815
neutral,,Delta,kaitlynrosati
negative,Can't Tell,Delta,kaitlynrosati
negative,Customer Service Issue,Delta,kaitlynrosati
negative,Flight Attendant Complaints,Delta,kaitlynrosati
negative,longlines,Delta,kaitlynrosati
neutral,,Delta,j_romaine
positive,,Delta,clementeworks
neutral,,Delta,MarkWeprin
positive,,Delta,princessmarapao
neutral,,Delta,kbosspotter
neutral,,Delta,princessmarapao
neutral,,Delta,EDTakeDown
positive,,Delta,jaredmooreski
positive,,Delta,princessmarapao
negative,Flight Booking Problems,Delta,jaredmooreski
negative,Customer Service Issue,Delta,onlyfordisplay_
negative,Late Flight,Delta,thisismysound
negative,Cancelled Flight,Delta,thisismysound
neutral,,Delta,JetBlueNews
positive,,Delta,RachelLCoppola
negative,Bad Flight,Delta,ThatJasonEaton
positive,,Delta,Amaznred
neutral,,Delta,staceylking
neutral,,Delta,staceylking
neutral,,Delta,staceylking
neutral,,Delta,JetBlueNews
neutral,,Delta,domitilarodrig1
neutral,,Delta,joespurr
neutral,,Delta,corinahe
neutral,,Delta,RoyalVestige
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,alexlmichael
neutral,,Delta,thepointskid
positive,,Delta,triniluv81
negative,Can't Tell,Delta,benjaminokeefe
positive,,Delta,Dress4YesConJax
neutral,,Delta,Ajok81
negative,Customer Service Issue,Delta,JessBarbalato
positive,,Delta,mike_baskin
positive,,Delta,PilardelMaria
neutral,,Delta,takenn54
positive,,Delta,KimSinanovic
neutral,,Delta,JetBlueNews
positive,,Delta,kerrymflynn
positive,,Delta,AeroJobMarket
positive,,Delta,AeroJobMarket
positive,,Delta,Michael_Lytle
neutral,,Delta,Galapaghxst
positive,,Delta,mutantgatto
neutral,,Delta,mutantgatto
neutral,,Delta,tammyterez
neutral,,Delta,JetBlueNews
neutral,,Delta,theycallme_HH
neutral,,Delta,theycallme_HH
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,chelseylamwatt
negative,Lost Luggage,Delta,mattwheeler
negative,Lost Luggage,Delta,mattwheeler
positive,,Delta,traciglee
neutral,,Delta,woawABQ
neutral,,Delta,jmoalmawali
negative,Customer Service Issue,Delta,jmoalmawali
negative,Customer Service Issue,Delta,jmoalmawali
negative,Late Flight,Delta,thatsmypotpie
negative,Flight Attendant Complaints,Delta,genna_campos
negative,Late Flight,Delta,AMakuh
negative,Late Flight,Delta,cindydavis_
neutral,,Delta,KoolieAshSays
negative,Can't Tell,Delta,thatsmypotpie
negative,Flight Booking Problems,Delta,KoolieAshSays
negative,Late Flight,Delta,jcran72
positive,,Delta,LustyLovah
positive,,Delta,FerrisSalameh
positive,,Delta,TumbaSherman
negative,Bad Flight,Delta,TumbaSherman
positive,,Delta,corradokid
neutral,,Delta,FerrisSalameh
neutral,,Delta,JetBlueNews
positive,,Delta,airtraffic01
neutral,,Delta,airtraffic01
positive,,Delta,joel_betances
positive,,Delta,thatsmypotpie
negative,Late Flight,Delta,thatsmypotpie
neutral,,Delta,thatsmypotpie
negative,Late Flight,Delta,thatsmypotpie
neutral,,Delta,joel_betances
negative,Late Flight,Delta,jcran72
neutral,,Delta,DKHurts
neutral,,Delta,joel_betances
negative,Late Flight,Delta,ThatJasonEaton
positive,,Delta,farms122
neutral,,Delta,tsmit
neutral,,Delta,tsmit
neutral,,Delta,dlewis2412
negative,Late Flight,Delta,tsmit
positive,,Delta,KTrerotola
negative,Bad Flight,Delta,dlewis2412
neutral,,Delta,MadameMaryAnn
negative,Customer Service Issue,Delta,joel_betances
negative,Bad Flight,Delta,TumbaSherman
negative,Late Flight,Delta,TraveLifeLove
neutral,,Delta,KTrerotola
negative,Bad Flight,Delta,TumbaSherman
positive,,Delta,innovatefitnow
neutral,,Delta,BillyKace
neutral,,Delta,kbosspotter
neutral,,Delta,Bones2245
neutral,,Delta,SassmasterJosh
negative,Late Flight,Delta,JordantheJew
positive,,Delta,misschris715
positive,,Delta,greggweiss
neutral,,Delta,JetBlueNews
neutral,,Delta,KTrerotola
negative,Late Flight,Delta,pseudomachine
negative,Customer Service Issue,Delta,KTrerotola
positive,,Delta,hgeronemus
positive,,Delta,greggweiss
negative,Late Flight,Delta,greggweiss
negative,Lost Luggage,Delta,KTrerotola
positive,,Delta,ChicoArtist
negative,Late Flight,Delta,pseudomachine
negative,Late Flight,Delta,farms122
positive,,Delta,JetBlueNews
positive,,Delta,Laneit360
negative,longlines,Delta,noplasticshower
negative,Late Flight,Delta,barrystanbridge
neutral,,Delta,Laneit360
neutral,,Delta,noplasticshower
negative,Customer Service Issue,Delta,andrewdobos
negative,Late Flight,Delta,noplasticshower
negative,Can't Tell,Delta,barrystanbridge
negative,Customer Service Issue,Delta,barrystanbridge
negative,Late Flight,Delta,barrystanbridge
negative,Late Flight,Delta,NicoleMarieNoel
negative,Lost Luggage,Delta,HCtwo
neutral,,Delta,Rowe0neTen
positive,,Delta,Rowe0neTen
neutral,,Delta,Rowe0neTen
neutral,,Delta,mkboston13
neutral,,Delta,Rowe0neTen
neutral,,Delta,pseudomachine
negative,Flight Booking Problems,Delta,JNH_61
neutral,,Delta,Rowe0neTen
positive,,Delta,AroundTownGabby
negative,Late Flight,Delta,pseudomachine
negative,Late Flight,Delta,pseudomachine
negative,Lost Luggage,Delta,CGjmf
negative,Late Flight,Delta,timmybicicleta
positive,,Delta,NapToniusMonk
negative,Late Flight,Delta,timmybicicleta
neutral,,Delta,VegasKingpin
negative,Customer Service Issue,Delta,noplasticshower
negative,Customer Service Issue,Delta,JNH_61
negative,Late Flight,Delta,NicoleMarieNoel
negative,Can't Tell,Delta,noplasticshower
neutral,,Delta,pveganmama
neutral,,Delta,mkboston13
positive,,Delta,_stephanieejayy
neutral,,Delta,_stephanieejayy
neutral,,Delta,KatieKane84
positive,,Delta,GuidanceGirlEm
positive,,Delta,ErinGambo
positive,,Delta,alixpeabody
neutral,,Delta,alixpeabody
negative,Customer Service Issue,Delta,Cav3rnicula
positive,,Delta,AroundTownGabby
negative,Late Flight,Delta,dwhitchcock
negative,Lost Luggage,Delta,mhoffma8
positive,,Delta,OneikaTraveller
neutral,,Delta,MomEsq10
neutral,,Delta,heykaradoyle
neutral,,Delta,RogerSaintange
positive,,Delta,narryyhemmings
positive,,Delta,mariobonifacio
positive,,Delta,yaffasolin
neutral,,Delta,Cav3rnicula
positive,,Delta,KaylaRose__
neutral,,Delta,moneyries
negative,Customer Service Issue,Delta,JefferyAArnold
neutral,,Delta,southxnortheast
negative,Late Flight,Delta,Cav3rnicula
negative,Flight Booking Problems,Delta,KaylaRose__
neutral,,Delta,HowDoesItSound
negative,Customer Service Issue,Delta,JSHKODNIK
negative,Late Flight,Delta,moneyries
negative,Late Flight,Delta,Cav3rnicula
positive,,Delta,HowDoesItSound
neutral,,Delta,lexinieds
positive,,Delta,spark911uk
negative,Late Flight,Delta,islandershf
neutral,,Delta,spark911uk
positive,,Delta,JPopsie
neutral,,Delta,islandershf
neutral,,Delta,SMHillman
positive,,Delta,JPopsie
neutral,,Delta,Wibbitz
positive,,Delta,SMHillman
neutral,,Delta,SMHillman
neutral,,Delta,laurafee
positive,,Delta,s_m_i
positive,,Delta,SMHillman
neutral,,Delta,laurafee
positive,,Delta,datminecraftboz
neutral,,Delta,SMHillman
neutral,,Delta,IFEnews
neutral,,Delta,wclsc59
positive,,Delta,laurafee
positive,,Delta,datminecraftboz
neutral,,Delta,StacyCrossB6
neutral,,Delta,wclsc59
positive,,Delta,SaharaSams
positive,,Delta,EMPRESSROOTSGAL
negative,Can't Tell,Delta,BritishAirNews
neutral,,Delta,Cindy3015
positive,,Delta,BostonSwifty
positive,,Delta,Bkgirl_VSL
negative,Late Flight,Delta,The_Radifier
positive,,Delta,anku
positive,,Delta,jmoumou1
neutral,,Delta,bekahthornhill
negative,Late Flight,Delta,mishy_mish
negative,Late Flight,Delta,The_Radifier
neutral,,Delta,SaharaSams
neutral,,Delta,kyachtic
positive,,Delta,TyrellJourdanA
negative,Late Flight,Delta,The_Radifier
neutral,,Delta,paupaucda
neutral,,Delta,Aircrews
neutral,,Delta,gloeb90
negative,Customer Service Issue,Delta,Rachelce2
positive,,Delta,CourtneyEastes
negative,Late Flight,Delta,MichaelSadov
neutral,,Delta,BritishAirNews
neutral,,Delta,meadonmanhattan
positive,,Delta,matthewhirsch
positive,,Delta,SMHillman
negative,Can't Tell,Delta,MichelleAntunez
neutral,,Delta,MichelleAntunez
negative,Bad Flight,Delta,MichaelSadov
negative,Late Flight,Delta,ErinGambo
positive,,Delta,matthewhirsch
negative,Customer Service Issue,Delta,jakubsuchy
negative,Late Flight,Delta,KBeckwithDane
positive,,Delta,mariobonifacio
negative,Late Flight,Delta,KBeckwithDane
neutral,,Delta,alexandrawalshh
negative,Late Flight,Delta,techcatalyst
positive,,Delta,SMHillman
positive,,Delta,ASSauLTxMasTER
negative,Late Flight,Delta,alexandrawalshh
positive,,Delta,SMHillman
neutral,,Delta,Rachel_Lipson
positive,,Delta,dpcahoon
positive,,Delta,mariobonifacio
negative,Late Flight,Delta,techcatalyst
positive,,Delta,kbosspotter
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,mariobonifacio
positive,,Delta,mariobonifacio
neutral,,Delta,nokidhungry
neutral,,Delta,rfeeney11
positive,,Delta,stetsoninc
neutral,,Delta,redsox223
positive,,Delta,AlanaMYzola
positive,,Delta,dentistmel
positive,,Delta,lunchforone
negative,Can't Tell,Delta,NickMarvalous
neutral,,Delta,JetBlueNews
negative,Flight Attendant Complaints,Delta,mariobonifacio
positive,,Delta,SMHillman
negative,Customer Service Issue,Delta,stetsoninc
neutral,,Delta,lunchforone
negative,Can't Tell,Delta,stetsoninc
negative,Can't Tell,Delta,NYYash
negative,Late Flight,Delta,NYYash
neutral,,Delta,NickMarvalous
negative,Customer Service Issue,Delta,TyrellJourdanA
negative,Customer Service Issue,Delta,tlrichmond
negative,Bad Flight,Delta,NYYash
positive,,Delta,m1ss_DefJam
neutral,,Delta,dentistmel
neutral,,Delta,BritishAirNews
negative,Bad Flight,Delta,Ch1en1
negative,Late Flight,Delta,mariobonifacio
neutral,,Delta,gloeb90
negative,Late Flight,Delta,mariobonifacio
negative,Late Flight,Delta,TyrellJourdanA
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,TyrellJourdanA
positive,,Delta,RascoePattie
negative,Late Flight,Delta,VRogers218
positive,,Delta,DMenachery
positive,,Delta,TyrellJourdanA
neutral,,Delta,RascoePattie
neutral,,Delta,TyrellJourdanA
negative,Late Flight,Delta,VRogers218
negative,Late Flight,Delta,VRogers218
neutral,,Delta,JetBlueNews
neutral,,Delta,SMHillman
neutral,,Delta,JetBlueNews
positive,,Delta,iBEtwelve34
neutral,,Delta,BritishAirNews
neutral,,Delta,donnatoo61
neutral,,Delta,JetBlueNews
neutral,,Delta,M_Balt
neutral,,Delta,jerodrig
neutral,,Delta,WallNyc
neutral,,Delta,JetBlueNews
negative,Cancelled Flight,Delta,paupaucda
negative,Late Flight,Delta,paupaucda
negative,Cancelled Flight,Delta,paupaucda
neutral,,Delta,BrendaPriddy
negative,Customer Service Issue,Delta,mjayeinstein
negative,Can't Tell,Delta,mjayeinstein
neutral,,Delta,PelkeyKerrie
neutral,,Delta,JetBlueNews
positive,,Delta,saltrejo
neutral,,Delta,Brian_Genest
neutral,,Delta,mhoffma8
negative,Lost Luggage,Delta,mhoffma8
negative,Lost Luggage,Delta,mhoffma8
neutral,,Delta,Brian_Genest
neutral,,Delta,Brian_Genest
negative,Flight Booking Problems,Delta,Brian_Genest
positive,,Delta,adatts33
negative,Cancelled Flight,Delta,FredFinn
positive,,Delta,anewyorkminich
positive,,Delta,anewyorkminich
neutral,,Delta,JetBlueNews
negative,Cancelled Flight,Delta,FredFinn
negative,Bad Flight,Delta,tommy_cantwell
neutral,,Delta,Who_Knows_Me1
negative,Bad Flight,Delta,Acevaz
negative,Lost Luggage,Delta,Who_Knows_Me1
negative,Cancelled Flight,Delta,Who_Knows_Me1
negative,Lost Luggage,Delta,Who_Knows_Me1
negative,Lost Luggage,Delta,Who_Knows_Me1
negative,Lost Luggage,Delta,Who_Knows_Me1
negative,Lost Luggage,Delta,Who_Knows_Me1
positive,,Delta,BorjaAngoitia1
negative,Lost Luggage,Delta,Papa_Pill
negative,Bad Flight,Delta,justchristina
positive,,Delta,BorjaAngoitia1
neutral,,Delta,metsnacional721
positive,,Delta,BorjaAngoitia1
neutral,,Delta,BorjaAngoitia1
negative,Bad Flight,Delta,mdrachler33
negative,Late Flight,Delta,justchristina
negative,Late Flight,Delta,BorjaAngoitia1
negative,Customer Service Issue,Delta,janeeats
positive,,Delta,hipch1ck
neutral,,Delta,PilotFresh
neutral,,Delta,PilotFresh
neutral,,Delta,PilotFresh
positive,,Delta,bangerangz
neutral,,Delta,Daryax22
positive,,Delta,JayPochBaby
negative,Can't Tell,Delta,JayPochBaby
negative,Late Flight,Delta,JayPochBaby
neutral,,Delta,JayPochBaby
positive,,Delta,ClassyMalick
positive,,Delta,ClassyMalick
negative,Bad Flight,Delta,JayPochBaby
negative,Late Flight,Delta,JayPochBaby
positive,,Delta,jaycaz80
negative,Can't Tell,Delta,cvsherman
neutral,,Delta,aclaessen
negative,Cancelled Flight,Delta,yaffasolin
negative,Late Flight,Delta,cvsherman
positive,,Delta,SnappyKyle
negative,Customer Service Issue,Delta,yaffasolin
neutral,,Delta,slidingsideways
neutral,,Delta,SnappyKyle
positive,,Delta,JetBlue
positive,,Delta,stair_teneisha
neutral,,Delta,SnappyKyle
positive,,Delta,NinaDavuluri
positive,,Delta,SnappyKyle
neutral,,Delta,SnappyKyle
negative,Customer Service Issue,Delta,peter_w_ryan
negative,Late Flight,Delta,Clagett
negative,Late Flight,Delta,AmazingLaisha
positive,,Delta,AmazingLaisha
negative,Can't Tell,Delta,Clagett
negative,Late Flight,Delta,lopezlaymari
negative,Customer Service Issue,Delta,lopezlaymari
negative,Late Flight,Delta,AmazingLaisha
negative,Flight Attendant Complaints,Delta,lopezlaymari
positive,,Delta,sportsguy44
negative,Late Flight,Delta,sportsguy44
positive,,Delta,mrsoramsey
positive,,Delta,MsBooya
negative,Bad Flight,Delta,MsBooya
neutral,,Delta,batteryman29
neutral,,Delta,JetBlueNews
positive,,Delta,thaniapeck
neutral,,Delta,ana_lontana
neutral,,Delta,markjohnson319
negative,Late Flight,Delta,ana_lontana
negative,Can't Tell,Delta,dnaumann54
neutral,,Delta,JetBlueNews
positive,,Delta,TheSnortherner
positive,,Delta,dcooode
neutral,,Delta,dcooode
neutral,,Delta,maw416
neutral,,Delta,TheSnortherner
negative,Customer Service Issue,Delta,dcooode
negative,Bad Flight,Delta,superhilarious
positive,,Delta,TheSnortherner
negative,Can't Tell,Delta,dcooode
positive,,Delta,CaralynMirand
positive,,Delta,MsBooya
positive,,Delta,dcooode
negative,Can't Tell,Delta,MsBooya
neutral,,Delta,dcooode
negative,Customer Service Issue,Delta,dcooode
negative,Late Flight,Delta,MsBooya
negative,Late Flight,Delta,MsBooya
negative,Late Flight,Delta,MsBooya
negative,Flight Attendant Complaints,Delta,RivieraTD
negative,Late Flight,Delta,koztang
positive,,Delta,SmithsShannon
positive,,Delta,SaraNettesheim
neutral,,Delta,JetBlueNews
negative,Customer Service Issue,Delta,RivieraTD
positive,,Delta,stacyhirst
negative,Can't Tell,Delta,royalsherman
negative,Late Flight,Delta,stacyhirst
neutral,,Delta,jebus51881
positive,,Delta,TimothySays
neutral,,Delta,royalsherman
positive,,Delta,TimothySays
neutral,,Delta,bwsf93
positive,,Delta,nadinefrostmace
positive,,Delta,anku
neutral,,Delta,Peaches275
neutral,,Delta,prohumanlife
negative,Late Flight,Delta,MissMichelle422
neutral,,Delta,Peaches275
negative,Late Flight,Delta,tyon305
neutral,,Delta,RobinFicklin
negative,Lost Luggage,Delta,NY_US
neutral,,Delta,uhnet
positive,,Delta,SaraNettesheim
neutral,,Delta,uhnet
negative,Can't Tell,Delta,uhnet
positive,,Delta,angrydesi
negative,Cancelled Flight,Delta,RobinFicklin
neutral,,Delta,SaraNettesheim
neutral,,Delta,beantoon
negative,Customer Service Issue,Delta,beantoon
negative,Cancelled Flight,Delta,RobinFicklin
positive,,Delta,kbosspotter
neutral,,Delta,kbosspotter
neutral,,Delta,kbosspotter
negative,Cancelled Flight,Delta,kbosspotter
positive,,Delta,cflanagan
neutral,,Delta,HAbbott4
neutral,,Delta,SterlChampion
neutral,,Delta,JetBlueNews
positive,,Delta,MikewDickman
negative,Lost Luggage,Delta,HAbbott4
positive,,Delta,bwsf93
negative,Customer Service Issue,Delta,MikewDickman
negative,Lost Luggage,Delta,HAbbott4
neutral,,Delta,JetBlueNews
positive,,Delta,dougorey
neutral,,Delta,bmose14
neutral,,Delta,alnosh
negative,Flight Attendant Complaints,Delta,dougorey
positive,,Delta,lyteforce
neutral,,Delta,alanbestnyc
negative,Can't Tell,Delta,alanbestnyc
negative,Customer Service Issue,Delta,alanbestnyc
negative,Customer Service Issue,Delta,alanbestnyc
positive,,Delta,Lane_
positive,,Delta,alanbestnyc
neutral,,Delta,HeathAWhelan
negative,Can't Tell,Delta,alanbestnyc
negative,Customer Service Issue,Delta,alanbestnyc
negative,Customer Service Issue,Delta,alanbestnyc
positive,,Delta,smsuconn
negative,Flight Booking Problems,Delta,alanbestnyc
neutral,,Delta,alanbestnyc
negative,Cancelled Flight,Delta,alanbestnyc
neutral,,Delta,alanbestnyc
negative,Customer Service Issue,Delta,mattjay_son
negative,Customer Service Issue,Delta,mattjay_son
neutral,,Delta,erinthetraveler
negative,Can't Tell,Delta,mattjay_son
